barrels08,city08,city08U,co2TailpipeGpm,comb08,comb08U,cylinders,displ,drive,engId,feScore,fuelCost08,fuelType,fuelType1,ghgScore,highway08,highway08U,id,make,model,mpgData,phevBlended,trany,UCity,UHighway,VClass,year,youSaveSpend,baseModel,createdOn,modifiedOn,startStop,average_mpg
10.25896551724138,25,25.0677,305.0,29,29.0523,4.0,2.5,Front-Wheel Drive,6,7,1600.0,Regular,Regular Gasoline,7,36,36.0574,33399,Mazda,6,Y,False,Manual 6-spd,32.4042,52.7451,Midsize Cars,2014,250.0,6,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,30.5
9.917,26,26.1074,295.0,30,30.0228,4.0,2.5,Front-Wheel Drive,7,8,1500.0,Regular,Regular Gasoline,8,37,36.761,33400,Mazda,6,Y,False,Automatic (S6),33.9088,53.9111,Midsize Cars,2014,750.0,6,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,31.5
11.018888888888888,25,24.5074,328.0,27,27.0631,4.0,2.5,Front-Wheel Drive,1,7,1700.0,Regular,Regular Gasoline,7,31,31.0162,33401,Mazda,CX-5 2WD,Y,False,Automatic (S6),31.5991,44.5607,Small Sport Utility Vehicle 2WD,2014,-250.0,CX-5,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,28.0
10.25896551724138,26,25.9637,306.0,29,28.9587,4.0,2.0,Front-Wheel Drive,3,7,1600.0,Regular,Regular Gasoline,7,34,33.7116,33402,Mazda,CX-5 2WD,Y,False,Manual 6-spd,33.7,48.9,Small Sport Utility Vehicle 2WD,2014,250.0,CX-5,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,30.0
10.625357142857142,26,26.2719,311.0,28,28.4304,4.0,2.0,Front-Wheel Drive,4,7,1650.0,Regular,Regular Gasoline,7,32,31.6039,33403,Mazda,CX-5 2WD,N,False,Automatic (S6),34.1482,45.4998,Small Sport Utility Vehicle 2WD,2014,,CX-5,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,29.0
11.442692307692308,24,23.8717,340.0,26,26.1136,4.0,2.5,4-Wheel Drive,2,7,1750.0,Regular,Regular Gasoline,7,29,29.4998,33404,Mazda,CX-5 4WD,Y,False,Automatic (S6),30.6908,42.1557,Small Sport Utility Vehicle 4WD,2014,-500.0,CX-5,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,26.5
11.018888888888888,25,25.2729,324.0,27,27.307,4.0,2.0,4-Wheel Drive,5,7,1700.0,Regular,Regular Gasoline,7,30,30.2863,33405,Mazda,CX-5 4WD,Y,False,Automatic (S6),32.7,43.4,Small Sport Utility Vehicle 4WD,2014,-250.0,CX-5,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,27.5
13.52318181818182,19,18.5595,403.0,22,22.0347,6.0,3.7,Rear-Wheel Drive,214,5,2100.0,Regular,Regular Gasoline,5,29,28.574,33406,Ford,Mustang,Y,False,Manual 6-spd,23.3,40.7,Subcompact Cars,2014,-2250.0,Mustang,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,24.0
12.935217391304349,19,19.2053,386.0,23,23.0301,6.0,3.7,Rear-Wheel Drive,215,6,2000.0,Regular,Regular Gasoline,6,30,30.4395,33407,Ford,Mustang,Y,False,Automatic 6-spd,24.1798,43.6431,Subcompact Cars,2014,-1750.0,Mustang,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,24.5
16.528333333333336,15,15.1851,489.0,18,18.1455,8.0,5.8,Rear-Wheel Drive,217,4,3300.0,Premium,Premium Gasoline,4,24,23.8218,33408,Ford,Mustang,N,False,Manual 6-spd,18.7831,33.3743,Subcompact Cars,2014,-8250.0,Mustang,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,19.5
14.8755,18,17.7061,433.0,20,20.4458,8.0,5.0,Rear-Wheel Drive,218,5,2300.0,Regular,Regular Gasoline,5,25,25.2143,33409,Ford,Mustang,Y,False,Automatic 6-spd,22.1449,35.4958,Subcompact Cars,2014,-3250.0,Mustang,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,21.5
12.39625,22,21.7375,368.0,24,24.2021,4.0,2.5,All-Wheel Drive,16,6,1900.0,Regular,Regular Gasoline,6,28,28.0955,33410,Subaru,Forester AWD,Y,False,Manual 6-spd,27.6104,39.9513,Small Sport Utility Vehicle 4WD,2014,-1250.0,Forester,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,25.0
11.018888888888888,24,24.2984,332.0,27,26.8881,4.0,2.5,All-Wheel Drive,18,7,1700.0,Regular,Regular Gasoline,7,31,30.9153,33411,Subaru,Forester AWD,Y,False,Automatic (variable gear ratios),31.3,44.4,Small Sport Utility Vehicle 4WD,2014,-250.0,Forester,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,27.5
11.9004,23,23.0328,359.0,25,24.7486,4.0,2.0,All-Wheel Drive,20,6,2400.0,Premium,Premium Gasoline,6,27,27.2277,33412,Subaru,Forester AWD,Y,False,Automatic (variable gear ratios),29.5,38.6,Small Sport Utility Vehicle 4WD,2014,-3750.0,Forester,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,25.0
12.935217391304349,19,19.2302,392.0,23,22.6899,6.0,3.7,Rear-Wheel Drive,216,6,2000.0,Regular,Regular Gasoline,6,29,29.0855,33430,Ford,Mustang Convertible,Y,False,Automatic 6-spd,24.2139,41.5031,Subcompact Cars,2014,-1750.0,Mustang,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,24.0
15.65842105263158,16,15.5004,473.0,19,18.7681,8.0,5.0,Rear-Wheel Drive,219,4,2400.0,Regular,Regular Gasoline,4,25,25.2823,33431,Ford,Mustang,Y,False,Manual 6-spd,19.1995,35.6,Subcompact Cars,2014,-3750.0,Mustang,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,20.5
15.65842105263158,16,16.4644,472.0,19,18.726,6.0,3.8,All-Wheel Drive,71,4,3150.0,Premium,Premium Gasoline,4,23,22.5041,33432,Nissan,GT-R,N,False,Automatic (AM6),20.2688,30.1556,Subcompact Cars,2014,-7500.0,GT-R,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017,N,19.5
12.756964285714284,24,23.8727,360.0,28,28.2271,6.0,3.0,All-Wheel Drive,1,7,1900.0,Diesel,Diesel,6,36,36.3252,33433,Audi,A8 L,N,False,Automatic (S8),29.9399,51.4,Large Cars,2014,-1250.0,A8,Tue Jan 01 00:00:00 EST 2013,Wed Dec 20 00:00:00 EST 2017,Y,30.0
13.52318181818182,20,19.9494,398.0,22,22.1988,4.0,2.4,Front-Wheel Drive,2,5,2100.0,Regular,Regular Gasoline,5,26,25.7471,33434,Kia,Sorento 2WD,Y,False,Automatic 6-spd,25.2,38.8,Small Sport Utility Vehicle 2WD,2014,-2250.0,Sorento,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,23.0
14.167142857142858,19,18.5595,413.0,21,21.4778,4.0,2.4,Front-Wheel Drive,3,5,2200.0,Regular,Regular Gasoline,5,27,26.5875,33435,Kia,Sorento 2WD,N,False,Manual 6-spd,23.3,37.8,Small Sport Utility Vehicle 2WD,2014,-2750.0,Sorento,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,23.0
14.167142857142858,18,18.3504,428.0,21,20.7691,6.0,3.3,Front-Wheel Drive,5,5,2200.0,Regular,Regular Gasoline,5,25,24.7573,33436,Kia,Sorento 2WD,Y,False,Automatic 6-spd,23.0161,34.7973,Small Sport Utility Vehicle 2WD,2014,-2750.0,Sorento,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,21.5
14.167142857142858,19,19.0003,423.0,21,20.8925,4.0,2.4,4-Wheel Drive,1,5,2200.0,Regular,Regular Gasoline,5,24,23.788,33437,Kia,Sorento 4WD,Y,False,Automatic 6-spd,23.9,35.6,Small Sport Utility Vehicle 4WD,2014,-2750.0,Sorento,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,21.5
14.8755,18,17.6012,449.0,20,19.8249,6.0,3.3,4-Wheel Drive,4,5,2300.0,Regular,Regular Gasoline,5,23,23.445,33438,Kia,Sorento 4WD,N,False,Automatic 6-spd,22.0035,32.8037,Small Sport Utility Vehicle 4WD,2014,-3250.0,Sorento,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,20.5
15.65842105263158,17,17.0,456.0,19,19.0,6.0,3.5,All-Wheel Drive,95,4,3150.0,Premium,Premium Gasoline,4,22,22.3807,33439,Nissan,Murano CrossCabriolet,N,False,Automatic (variable gear ratios),22.1,31.2,Small Sport Utility Vehicle 4WD,2014,-7500.0,Murano,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,19.5
18.594375,13,12.9942,557.0,16,15.9766,10.0,5.2,All-Wheel Drive,2,3,3700.0,Premium,Premium Gasoline,3,22,22.2057,33440,Audi,R8 Spyder,N,False,Automatic (AM-S7),15.4,28.8067,Two Seaters,2014,-10250.0,R8 Spyder,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017,N,17.5
18.594375,13,12.9942,557.0,16,15.9766,10.0,5.2,All-Wheel Drive,3,3,3700.0,Premium,Premium Gasoline,3,22,22.2057,33441,Audi,R8,N,False,Automatic (AM-S7),15.4,28.8067,Two Seaters,2014,-10250.0,R8,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017,N,17.5
17.500588235294117,14,13.5719,538.0,17,16.5465,8.0,4.2,All-Wheel Drive,4,3,3500.0,Premium,Premium Gasoline,3,23,22.6008,33442,Audi,R8 Spyder,N,False,Automatic (AM-S7),16.471,29.7396,Two Seaters,2014,-9250.0,R8 Spyder,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017,N,18.5
17.500588235294117,14,13.5719,538.0,17,16.5465,8.0,4.2,All-Wheel Drive,5,3,3500.0,Premium,Premium Gasoline,3,23,22.6008,33443,Audi,R8,N,False,Automatic (AM-S7),16.471,29.7396,Two Seaters,2014,-9250.0,R8,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017,N,18.5
21.250714285714285,12,11.7089,620.0,14,14.2392,10.0,5.2,All-Wheel Drive,6,2,4250.0,Premium,Premium Gasoline,2,19,19.3501,33444,Audi,R8 Spyder,N,False,Manual 6-spd,13.7,23.384,Two Seaters,2014,-13000.0,R8 Spyder,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,15.5
21.250714285714285,12,11.7089,620.0,14,14.2392,10.0,5.2,All-Wheel Drive,7,2,4250.0,Premium,Premium Gasoline,2,19,19.3501,33445,Audi,R8,N,False,Manual 6-spd,13.7,23.384,Two Seaters,2014,-13000.0,R8,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,15.5
21.250714285714285,11,11.4775,620.0,14,14.2461,8.0,4.2,All-Wheel Drive,8,2,4250.0,Premium,Premium Gasoline,2,20,20.2021,33446,Audi,R8 Spyder,N,False,Manual 6-spd,13.6677,24.536,Two Seaters,2014,-13000.0,R8 Spyder,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,15.5
21.250714285714285,11,11.4775,620.0,14,14.2461,8.0,4.2,All-Wheel Drive,9,2,4250.0,Premium,Premium Gasoline,2,20,20.2021,33447,Audi,R8,N,False,Manual 6-spd,13.6677,24.536,Two Seaters,2014,-13000.0,R8,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,15.5
19.834,13,13.154,585.0,15,15.1907,12.0,5.9,Rear-Wheel Drive,5,2,3950.0,Premium,Premium Gasoline,2,19,18.7365,33448,Aston Martin,DB9,N,False,Automatic (S6),16.1279,25.7967,Minicompact Cars,2014,-11500.0,DB9,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,16.0
19.834,13,13.154,585.0,15,15.1907,12.0,5.9,Rear-Wheel Drive,6,2,3950.0,Premium,Premium Gasoline,2,19,18.7365,33449,Aston Martin,Vanquish,N,False,Automatic (S6),16.1279,25.7967,Minicompact Cars,2014,-11500.0,Vanquish,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,16.0
19.834,13,13.154,585.0,15,15.1907,12.0,5.9,Rear-Wheel Drive,7,2,3950.0,Premium,Premium Gasoline,2,19,18.7365,33450,Aston Martin,Rapide S,N,False,Automatic (S6),16.1279,25.7967,Subcompact Cars,2014,-11500.0,Rapide,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,16.0
17.500588235294117,14,14.0551,530.0,17,16.7066,8.0,5.0,Rear-Wheel Drive,1,3,3500.0,Premium,Premium Gasoline,3,22,21.7131,33451,Roush Performance,Stage 3 Mustang,N,False,Manual 6-spd,17.3,30.2,Subcompact Cars,2014,-9250.0,Mustang,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,18.0
12.39625,21,21.141,375.0,24,23.7597,4.0,2.4,Front-Wheel Drive,506,6,1900.0,Regular,Regular Gasoline,6,28,27.9986,33452,Jeep,Compass FWD,N,False,Automatic 6-spd,26.8477,39.8,Small Sport Utility Vehicle 2WD,2014,-1250.0,Compass,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,24.5
12.39625,21,21.141,375.0,24,23.7597,4.0,2.4,Front-Wheel Drive,507,6,1900.0,Regular,Regular Gasoline,6,28,27.9986,33453,Jeep,Patriot FWD,Y,False,Automatic 6-spd,26.8477,39.8,Small Sport Utility Vehicle 2WD,2014,-1250.0,Patriot,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,24.5
12.39625,21,21.1067,376.0,24,23.6943,4.0,2.0,Front-Wheel Drive,508,6,1900.0,Regular,Regular Gasoline,6,28,27.8704,33454,Jeep,Compass FWD,N,False,Automatic 6-spd,26.8,39.6,Small Sport Utility Vehicle 2WD,2014,-1250.0,Compass,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,24.5
12.39625,21,21.1067,376.0,24,23.6943,4.0,2.0,Front-Wheel Drive,509,6,1900.0,Regular,Regular Gasoline,6,28,27.8704,33455,Jeep,Patriot FWD,N,False,Automatic 6-spd,26.8,39.6,Small Sport Utility Vehicle 2WD,2014,-1250.0,Patriot,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,24.5
11.9004,23,22.7495,358.0,25,24.8,4.0,2.4,Front-Wheel Drive,513,6,1850.0,Regular,Regular Gasoline,6,28,27.8704,33456,Jeep,Patriot FWD,Y,False,Manual 5-spd,29.1,39.6,Small Sport Utility Vehicle 2WD,2014,-1000.0,Patriot,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,25.5
11.9004,23,22.7495,358.0,25,24.8,4.0,2.4,Front-Wheel Drive,514,6,1850.0,Regular,Regular Gasoline,6,28,27.8704,33457,Jeep,Compass FWD,N,False,Manual 5-spd,29.1,39.6,Small Sport Utility Vehicle 2WD,2014,-1000.0,Compass,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,25.5
11.9004,23,22.8912,349.0,25,25.467,4.0,2.0,Front-Wheel Drive,520,7,1850.0,Regular,Regular Gasoline,7,30,29.5278,33458,Jeep,Compass FWD,N,False,Manual 5-spd,29.3,42.2,Small Sport Utility Vehicle 2WD,2014,-1000.0,Compass,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,26.5
12.935217391304349,21,20.6019,387.0,23,22.9225,4.0,2.4,4-Wheel Drive,515,6,2000.0,Regular,Regular Gasoline,6,27,26.5822,33459,Jeep,Compass 4WD,Y,False,Automatic 6-spd,26.1,37.6,Small Sport Utility Vehicle 4WD,2014,-1750.0,Compass,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,24.0
12.935217391304349,21,20.6019,387.0,23,22.9225,4.0,2.4,4-Wheel Drive,516,6,2000.0,Regular,Regular Gasoline,6,27,26.5822,33460,Jeep,Patriot 4WD,N,False,Automatic 6-spd,26.1,37.6,Small Sport Utility Vehicle 4WD,2014,-1750.0,Patriot,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,24.0
11.9004,23,22.6786,360.0,25,24.685,4.0,2.4,4-Wheel Drive,555,6,1850.0,Regular,Regular Gasoline,6,28,27.6779,33461,Jeep,Compass 4WD,N,False,Manual 5-spd,29.0,39.3,Small Sport Utility Vehicle 4WD,2014,-1000.0,Compass,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,25.5
11.9004,23,22.6786,360.0,25,24.685,4.0,2.4,4-Wheel Drive,556,6,1850.0,Regular,Regular Gasoline,6,28,27.6779,33462,Jeep,Patriot 4WD,Y,False,Manual 5-spd,29.0,39.3,Small Sport Utility Vehicle 4WD,2014,-1000.0,Patriot,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,25.5
19.834,13,12.8234,592.0,15,14.9466,8.0,6.4,4-Wheel Drive,502,2,3950.0,Premium,Premium Gasoline,2,19,18.7387,33463,Jeep,Grand Cherokee SRT8,N,False,Automatic 8-spd,15.7,25.8,Standard Sport Utility Vehicle 4WD,2014,-11500.0,Grand Cherokee,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,16.0
17.500588235294117,14,14.0,525.0,17,16.9286,8.0,4.8,All-Wheel Drive,7,3,3500.0,Premium,Premium Gasoline,3,21,21.0,33464,Porsche,Cayenne Turbo,N,False,Automatic 8-spd,18.3,29.9,Standard Sport Utility Vehicle 4WD,2014,-9250.0,Cayenne,Tue Jan 01 00:00:00 EST 2013,Thu Sep 05 00:00:00 EDT 2019,N,17.5
17.500588235294117,15,14.9149,505.0,17,17.4561,8.0,5.0,Rear-Wheel Drive,2,3,3500.0,Premium,Premium Gasoline,3,22,22.0473,33477,Roush Performance,Stage 3 Mustang,N,False,Automatic 6-spd,18.4271,30.7,Subcompact Cars,2014,-9250.0,Mustang,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,18.5
19.834,13,13.0,576.0,15,15.0,8.0,4.8,All-Wheel Drive,8,2,3950.0,Premium,Premium Gasoline,2,20,19.8077,33478,Porsche,Cayenne Turbo S,N,False,Automatic 8-spd,16.7,27.7,Standard Sport Utility Vehicle 4WD,2014,-11500.0,Cayenne,Tue Jan 01 00:00:00 EST 2013,Thu Sep 05 00:00:00 EDT 2019,Y,16.5
11.442692307692308,22,21.9311,345.0,26,25.6824,4.0,2.0,Rear-Wheel Drive,428,7,2300.0,Premium,Premium Gasoline,7,32,32.4709,33479,BMW,Z4 sDrive28i,N,False,Automatic (S8),27.9499,46.8923,Two Seaters,2014,-3250.0,Z4,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,27.0
14.167142857142858,19,18.5595,416.0,21,21.2828,6.0,3.0,Rear-Wheel Drive,435,5,2850.0,Premium,Premium Gasoline,5,26,25.9337,33480,BMW,Z4 sDrive35i,N,False,Manual 6-spd,23.3,36.6,Two Seaters,2014,-6000.0,Z4,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,22.5
15.65842105263158,17,17.1492,454.0,19,19.4942,6.0,3.0,Rear-Wheel Drive,436,5,3150.0,Premium,Premium Gasoline,5,23,23.406,33481,BMW,Z4 sDrive35i,N,False,Automatic (AM-S7),21.3958,32.7447,Two Seaters,2014,-7500.0,Z4,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017,N,20.0
15.65842105263158,17,17.1492,454.0,19,19.4942,6.0,3.0,Rear-Wheel Drive,438,5,3150.0,Premium,Premium Gasoline,5,23,23.406,33482,BMW,Z4 sDrive35is,N,False,Automatic (AM-S7),21.3958,32.7447,Two Seaters,2014,-7500.0,Z4,Tue Jan 01 00:00:00 EST 2013,Wed Apr 05 00:00:00 EDT 2017,N,20.0
11.9004,22,21.5739,353.0,25,25.2213,6.0,3.0,Rear-Wheel Drive,640,6,2400.0,Premium,Premium Gasoline,6,32,31.7904,33483,BMW,640i Coupe,N,False,Automatic (S8),27.4506,45.7986,Subcompact Cars,2014,-3750.0,6 Series,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,Y,27.0
12.935217391304349,20,19.8856,378.0,23,23.3897,6.0,3.0,Rear-Wheel Drive,641,6,2600.0,Premium,Premium Gasoline,6,30,29.8098,33484,BMW,640i Convertible,N,False,Automatic (S8),25.1122,42.6454,Subcompact Cars,2014,-4750.0,6 Series,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,Y,25.0
15.65842105263158,16,16.2306,469.0,19,18.9332,8.0,4.4,All-Wheel Drive,652,4,3150.0,Premium,Premium Gasoline,4,24,23.771,33485,BMW,650i xDrive Coupe,N,False,Automatic (S8),20.1683,33.2973,Subcompact Cars,2014,-7500.0,6 Series,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,20.0
15.65842105263158,16,15.9304,469.0,19,18.7237,8.0,4.4,All-Wheel Drive,656,4,3150.0,Premium,Premium Gasoline,4,24,23.8308,33486,BMW,650i xDrive Convertible,N,False,Automatic (S8),19.7692,33.388,Subcompact Cars,2014,-7500.0,6 Series,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,Y,20.0
12.935217391304349,20,19.8856,378.0,23,23.3897,6.0,3.0,Rear-Wheel Drive,642,6,2600.0,Premium,Premium Gasoline,6,30,29.8098,33487,BMW,640i Gran Coupe,N,False,Automatic (S8),25.1122,42.6454,Compact Cars,2014,-4750.0,6 Series,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,Y,25.0
15.65842105263158,16,15.9304,469.0,19,18.7237,8.0,4.4,All-Wheel Drive,658,4,3150.0,Premium,Premium Gasoline,4,24,23.8308,33488,BMW,650i xDrive Gran Coupe,N,False,Automatic (S8),19.7692,33.388,Compact Cars,2014,-7500.0,6 Series,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,Y,20.0
10.625357142857142,24,23.962,318.0,28,27.8338,4.0,2.0,Front-Wheel Drive,8,7,1650.0,Regular,Regular Gasoline,7,35,34.6832,33489,Kia,Forte,Y,False,Automatic 6-spd,30.8195,50.4847,Midsize Cars,2014,,Forte,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,29.5
10.625357142857142,24,24.0534,322.0,28,27.6313,4.0,2.0,Front-Wheel Drive,9,7,1650.0,Regular,Regular Gasoline,7,34,33.7711,33490,Kia,Forte,N,False,Manual 6-spd,30.9499,48.9967,Midsize Cars,2014,,Forte,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,29.0
14.167142857142858,18,17.8951,424.0,21,20.889,6.0,3.0,All-Wheel Drive,154,5,2850.0,Premium,Premium Gasoline,5,26,26.2583,33491,BMW,X1 xDrive35i,Y,False,Automatic (S6),22.4,37.1,Large Cars,2014,-6000.0,X1,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,22.0
13.52318181818182,19,18.5539,404.0,22,21.893,6.0,3.3,Front-Wheel Drive,7,5,2100.0,Regular,Regular Gasoline,5,28,28.0665,33492,Kia,Cadenza,N,False,Automatic 6-spd,23.4,37.5,Large Cars,2014,-2250.0,Cadenza,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,23.5
14.8755,17,17.1523,457.0,20,19.5078,6.0,3.5,Front-Wheel Drive,6,5,2300.0,Regular,Regular Gasoline,5,23,23.4426,33493,Kia,Sedona,N,False,Automatic 6-spd,21.4,32.8,Minivan - 2WD,2014,-3250.0,Sedona,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,20.0
14.167142857142858,20,20.0221,418.0,21,21.2015,4.0,2.4,4-Wheel Drive,801,5,2200.0,Regular,Regular Gasoline,5,23,22.8462,33494,Jeep,Compass 4WD,N,False,Automatic (variable gear ratios),25.3,31.9,Small Sport Utility Vehicle 4WD,2014,-2750.0,Compass,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,21.5
14.167142857142858,20,20.0221,418.0,21,21.2015,4.0,2.4,4-Wheel Drive,802,5,2200.0,Regular,Regular Gasoline,5,23,22.8462,33495,Jeep,Patriot 4WD,N,False,Automatic (variable gear ratios),25.3,31.9,Small Sport Utility Vehicle 4WD,2014,-2750.0,Patriot,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,21.5
14.8755,17,17.45,444.0,20,20.0645,6.0,3.6,Rear-Wheel Drive,521,5,2300.0,Gasoline or E85,Regular Gasoline,5,25,24.5623,33496,Jeep,Grand Cherokee 2WD,N,False,Automatic 8-spd,21.8,34.5,Standard Sport Utility Vehicle 2WD,2014,-3250.0,Grand Cherokee,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,21.0
17.500588235294117,14,14.2081,526.0,17,16.8967,8.0,5.7,Rear-Wheel Drive,522,3,3200.0,Midgrade,Midgrade Gasoline,3,22,21.9805,33497,Jeep,Grand Cherokee 2WD,N,False,Automatic 8-spd,17.5,30.6,Standard Sport Utility Vehicle 2WD,2014,-7750.0,Grand Cherokee,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,18.0
15.65842105263158,17,16.9285,458.0,19,19.4481,6.0,3.6,4-Wheel Drive,523,4,2400.0,Gasoline or E85,Regular Gasoline,4,24,23.7728,33498,Jeep,Grand Cherokee 4WD,Y,False,Automatic 8-spd,21.1,33.3,Standard Sport Utility Vehicle 4WD,2014,-3750.0,Grand Cherokee,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,20.5
18.594375,14,13.6716,558.0,16,15.9886,8.0,5.7,4-Wheel Drive,524,3,3400.0,Midgrade,Midgrade Gasoline,3,20,20.1658,33499,Jeep,Grand Cherokee 4WD,Y,False,Automatic 8-spd,16.8,27.9,Standard Sport Utility Vehicle 4WD,2014,-8750.0,Grand Cherokee,Tue Jan 01 00:00:00 EST 2013,Mon Sep 26 00:00:00 EDT 2016,N,17.0
16.528333333333336,15,15.0,499.0,18,17.7958,8.0,4.8,All-Wheel Drive,3,4,3300.0,Premium,Premium Gasoline,4,22,21.9491,33500,Porsche,Cayenne S,N,False,Automatic 8-spd,19.5,31.6,Standard Sport Utility Vehicle 4WD,2014,-8250.0,Cayenne,Tue Jan 01 00:00:00 EST 2013,Thu Sep 05 00:00:00 EDT 2019,N,18.5
